競賽場, 競賽類型, 警報, 剩余数, 最大空格, 比率, 出現回数
01_桐　生-07R, 三連単, 5  1  2, 199, 1085, 0.183, 20
01_桐　生-08R, 三連単, 5  1  2, 36, 1085, 0.033, 43
01_桐　生-09R, 三連単, 5  1  2, 84, 1085, 0.077, 25
01_桐　生-10R, 三連単, 5  1  2, 11, 1085, 0.01, 14
01_桐　生-11R, 三連単, 5  1  2, 38, 1085, 0.035, 11
01_桐　生-12R, 三連単, 5  1  2, 255, 1085, 0.235, 13
01_桐　生-01R, 三連単, 5  1  3, 29, 1669, 0.017, 10
01_桐　生-02R, 三連単, 5  1  3, 70, 1669, 0.042, 15
01_桐　生-03R, 三連単, 5  1  3, 10, 1669, 0.006, 7
01_桐　生-04R, 三連単, 5  1  3, 15, 1669, 0.009, 13
01_桐　生-05R, 三連単, 5  1  3, 89, 1669, 0.053, 14
01_桐　生-06R, 三連単, 5  1  3, 474, 1669, 0.284, 9
01_桐　生-07R, 三連単, 5  1  3, 42, 1669, 0.025, 16
01_桐　生-08R, 三連単, 5  1  3, 22, 1669, 0.013, 25
01_桐　生-09R, 三連単, 5  1  3, 134, 1669, 0.08, 11
01_桐　生-10R, 三連単, 5  1  3, 494, 1669, 0.296, 11
01_桐　生-11R, 三連単, 5  1  3, 111, 1669, 0.067, 9
01_桐　生-12R, 三連単, 5  1  3, 160, 1669, 0.096, 15
01_桐　生-01R, 三連単, 5  1  4, 57, 1673, 0.034, 6
01_桐　生-02R, 三連単, 5  1  4, 73, 1673, 0.044, 14
01_桐　生-03R, 三連単, 5  1  4, 564, 1673, 0.337, 8
01_桐　生-04R, 三連単, 5  1  4, 248, 1673, 0.148, 8
01_桐　生-05R, 三連単, 5  1  4, 142, 1673, 0.085, 10
01_桐　生-06R, 三連単, 5  1  4, 332, 1673, 0.198, 13
01_桐　生-07R, 三連単, 5  1  4, 264, 1673, 0.158, 11
01_桐　生-08R, 三連単, 5  1  4, 26, 1673, 0.016, 30
01_桐　生-09R, 三連単, 5  1  4, 63, 1673, 0.038, 16
01_桐　生-10R, 三連単, 5  1  4, 156, 1673, 0.093, 18
01_桐　生-11R, 三連単, 5  1  4, 59, 1673, 0.035, 12
01_桐　生-12R, 三連単, 5  1  4, 96, 1673, 0.057, 8
01_桐　生-01R, 三連単, 5  1  6, 289, 1580, 0.183, 5
01_桐　生-02R, 三連単, 5  1  6, 55, 1580, 0.035, 13
01_桐　生-03R, 三連単, 5  1  6, 122, 1580, 0.077, 14
01_桐　生-04R, 三連単, 5  1  6, 245, 1580, 0.155, 8
01_桐　生-05R, 三連単, 5  1  6, 41, 1580, 0.026, 13
01_桐　生-06R, 三連単, 5  1  6, 281, 1580, 0.178, 11
01_桐　生-07R, 三連単, 5  1  6, 291, 1580, 0.184, 9
01_桐　生-08R, 三連単, 5  1  6, 3, 1580, 0.002, 31
01_桐　生-09R, 三連単, 5  1  6, 260, 1580, 0.165, 10
01_桐　生-10R, 三連単, 5  1  6, 718, 1580, 0.454, 9
01_桐　生-11R, 三連単, 5  1  6, 182, 1580, 0.115, 12
01_桐　生-12R, 三連単, 5  1  6, 145, 1580, 0.092, 14
01_桐　生-01R, 二連単, 5  2, 37, 1259, 0.029, 24
01_桐　生-02R, 二連単, 5  2, 10, 1259, 0.008, 41
01_桐　生-03R, 二連単, 5  2, 46, 1259, 0.037, 46
01_桐　生-04R, 二連単, 5  2, 53, 1259, 0.042, 43
01_桐　生-05R, 二連単, 5  2, 14, 1259, 0.011, 53
01_桐　生-06R, 二連単, 5  2, 145, 1259, 0.115, 12
01_桐　生-07R, 二連単, 5  2, 25, 1259, 0.02, 38
01_桐　生-08R, 二連単, 5  2, 33, 1259, 0.026, 62
01_桐　生-09R, 二連単, 5  2, 34, 1259, 0.027, 29
01_桐　生-10R, 二連単, 5  2, 17, 1259, 0.014, 31
01_桐　生-11R, 二連単, 5  2, 7, 1259, 0.006, 21
01_桐　生-12R, 二連単, 5  2, 417, 1259, 0.331, 11
01_桐　生-01R, 三連単, 5  2  1, 37, 2223, 0.017, 7
01_桐　生-02R, 三連単, 5  2  1, 107, 2223, 0.048, 9
01_桐　生-03R, 三連単, 5  2  1, 199, 2223, 0.09, 8
01_桐　生-04R, 三連単, 5  2  1, 87, 2223, 0.039, 11
01_桐　生-05R, 三連単, 5  2  1, 248, 2223, 0.112, 14
01_桐　生-06R, 三連単, 5  2  1, 459, 2223, 0.206, 8
01_桐　生-07R, 三連単, 5  2  1, 262, 2223, 0.118, 12
01_桐　生-08R, 三連単, 5  2  1, 33, 2223, 0.015, 29
01_桐　生-09R, 三連単, 5  2  1, 34, 2223, 0.015, 15
01_桐　生-10R, 三連単, 5  2  1, 126, 2223, 0.057, 10
01_桐　生-11R, 三連単, 5  2  1, 7, 2223, 0.003, 9
01_桐　生-12R, 三連単, 5  2  1, 938, 2223, 0.422, 4
01_桐　生-01R, 三連単, 5  2  3, 1466, 2647, 0.554, 2
01_桐　生-02R, 三連単, 5  2  3, 105, 2647, 0.04, 11
01_桐　生-03R, 三連単, 5  2  3, 149, 2647, 0.056, 10
01_桐　生-04R, 三連単, 5  2  3, 155, 2647, 0.059, 12
01_桐　生-05R, 三連単, 5  2  3, 14, 2647, 0.005, 20
01_桐　生-06R, 三連単, 5  2  3, 1886, 2647, 0, 0
01_桐　生-07R, 三連単, 5  2  3, 161, 2647, 0.061, 14
01_桐　生-08R, 三連単, 5  2  3, 156, 2647, 0.059, 13
01_桐　生-09R, 三連単, 5  2  3, 402, 2647, 0.152, 6
01_桐　生-10R, 三連単, 5  2  3, 17, 2647, 0.006, 5
01_桐　生-11R, 三連単, 5  2  3, 388, 2647, 0.147, 6
01_桐　生-12R, 三連単, 5  2  3, 1410, 2647, 0.533, 2
01_桐　生-01R, 三連単, 5  2  4, 82, 2777, 0.03, 8
01_桐　生-02R, 三連単, 5  2  4, 243, 2777, 0.088, 10
01_桐　生-03R, 三連単, 5  2  4, 46, 2777, 0.017, 12
01_桐　生-04R, 三連単, 5  2  4, 53, 2777, 0.019, 8
01_桐　生-05R, 三連単, 5  2  4, 173, 2777, 0.062, 9
01_桐　生-06R, 三連単, 5  2  4, 145, 2777, 0.052, 2
01_桐　生-07R, 三連単, 5  2  4, 691, 2777, 0.249, 6
01_桐　生-08R, 三連単, 5  2  4, 371, 2777, 0.134, 8
01_桐　生-09R, 三連単, 5  2  4, 95, 2777, 0.034, 5
01_桐　生-10R, 三連単, 5  2  4, 150, 2777, 0.054, 9
01_桐　生-11R, 三連単, 5  2  4, 525, 2777, 0.189, 4
01_桐　生-12R, 三連単, 5  2  4, 916, 2777, 0.33, 2
01_桐　生-01R, 三連単, 5  2  6, 352, 3985, 0.088, 7
01_桐　生-02R, 三連単, 5  2  6, 10, 3985, 0.003, 11
01_桐　生-03R, 三連単, 5  2  6, 120, 3985, 0.03, 16
01_桐　生-04R, 三連単, 5  2  6, 584, 3985, 0.147, 12
01_桐　生-05R, 三連単, 5  2  6, 208, 3985, 0.052, 10
01_桐　生-06R, 三連単, 5  2  6, 408, 3985, 0.102, 2
01_桐　生-07R, 三連単, 5  2  6, 25, 3985, 0.006, 6
01_桐　生-08R, 三連単, 5  2  6, 177, 3985, 0.044, 12
01_桐　生-09R, 三連単, 5  2  6, 847, 3985, 0.213, 3
01_桐　生-10R, 三連単, 5  2  6, 346, 3985, 0.087, 7
01_桐　生-11R, 三連単, 5  2  6, 1264, 3985, 0.317, 2
01_桐　生-12R, 三連単, 5  2  6, 417, 3985, 0.105, 3
01_桐　生-01R, 二連単, 5  3, 102, 1009, 0.101, 16
01_桐　生-02R, 二連単, 5  3, 117, 1009, 0.116, 27
01_桐　生-03R, 二連単, 5  3, 7, 1009, 0.007, 47
01_桐　生-04R, 二連単, 5  3, 3, 1009, 0.003, 37
01_桐　生-05R, 二連単, 5  3, 74, 1009, 0.073, 54
01_桐　生-06R, 二連単, 5  3, 22, 1009, 0.022, 11
01_桐　生-07R, 二連単, 5  3, 97, 1009, 0.096, 29
01_桐　生-08R, 二連単, 5  3, 101, 1009, 0.1, 47
01_桐　生-09R, 二連単, 5  3, 160, 1009, 0.159, 23
01_桐　生-10R, 二連単, 5  3, 77, 1009, 0.076, 20
01_桐　生-11R, 二連単, 5  3, 201, 1009, 0.199, 18
01_桐　生-12R, 二連単, 5  3, 669, 1009, 0.663, 15
01_桐　生-01R, 三連単, 5  3  1, 424, 2207, 0.192, 4
01_桐　生-02R, 三連単, 5  3  1, 117, 2207, 0.053, 7
01_桐　生-03R, 三連単, 5  3  1, 134, 2207, 0.061, 17
01_桐　生-04R, 三連単, 5  3  1, 21, 2207, 0.01, 12
01_桐　生-05R, 三連単, 5  3  1, 91, 2207, 0.041, 15
01_桐　生-06R, 三連単, 5  3  1, 22, 2207, 0.01, 3
01_桐　生-07R, 三連単, 5  3  1, 469, 2207, 0.213, 4
01_桐　生-08R, 三連単, 5  3  1, 148, 2207, 0.067, 19
01_桐　生-09R, 三連単, 5  3  1, 356, 2207, 0.161, 6
01_桐　生-10R, 三連単, 5  3  1, 149, 2207, 0.068, 7
01_桐　生-11R, 三連単, 5  3  1, 658, 2207, 0.298, 5
01_桐　生-12R, 三連単, 5  3  1, 856, 2207, 0.388, 6
01_桐　生-01R, 三連単, 5  3  2, 783, 2508, 0.312, 3
01_桐　生-02R, 三連単, 5  3  2, 676, 2508, 0.27, 5
01_桐　生-03R, 三連単, 5  3  2, 7, 2508, 0.003, 14
01_桐　生-04R, 三連単, 5  3  2, 301, 2508, 0.12, 16
01_桐　生-05R, 三連単, 5  3  2, 320, 2508, 0.128, 11
01_桐　生-06R, 三連単, 5  3  2, 781, 2508, 0.311, 2
01_桐　生-07R, 三連単, 5  3  2, 542, 2508, 0.216, 7
01_桐　生-08R, 三連単, 5  3  2, 339, 2508, 0.135, 15
01_桐　生-09R, 三連単, 5  3  2, 160, 2508, 0.064, 5
01_桐　生-10R, 三連単, 5  3  2, 1128, 2508, 0.45, 4
01_桐　生-11R, 三連単, 5  3  2, 1490, 2508, 0.594, 3
01_桐　生-12R, 三連単, 5  3  2, 669, 2508, 0.267, 5
01_桐　生-01R, 三連単, 5  3  4, 526, 3131, 0.168, 6
01_桐　生-02R, 三連単, 5  3  4, 206, 3131, 0.066, 9
01_桐　生-03R, 三連単, 5  3  4, 767, 3131, 0.245, 8
01_桐　生-04R, 三連単, 5  3  4, 3, 3131, 0.001, 2
01_桐　生-05R, 三連単, 5  3  4, 74, 3131, 0.024, 17
01_桐　生-06R, 三連単, 5  3  4, 419, 3131, 0.134, 2
01_桐　生-07R, 三連単, 5  3  4, 190, 3131, 0.061, 9
01_桐　生-08R, 三連単, 5  3  4, 468, 3131, 0.149, 7
01_桐　生-09R, 三連単, 5  3  4, 541, 3131, 0.173, 5
01_桐　生-10R, 三連単, 5  3  4, 77, 3131, 0.025, 6
01_桐　生-11R, 三連単, 5  3  4, 1548, 3131, 0.494, 3
01_桐　生-12R, 三連単, 5  3  4, 1288, 3131, 0.411, 2
01_桐　生-01R, 三連単, 5  3  6, 102, 2503, 0.041, 3
01_桐　生-02R, 三連単, 5  3  6, 125, 2503, 0.05, 6
01_桐　生-03R, 三連単, 5  3  6, 288, 2503, 0.115, 8
01_桐　生-04R, 三連単, 5  3  6, 72, 2503, 0.029, 7
01_桐　生-05R, 三連単, 5  3  6, 332, 2503, 0.133, 11
01_桐　生-06R, 三連単, 5  3  6, 1454, 2503, 0.581, 4
01_桐　生-07R, 三連単, 5  3  6, 97, 2503, 0.039, 9
01_桐　生-08R, 三連単, 5  3  6, 101, 2503, 0.04, 6
01_桐　生-09R, 三連単, 5  3  6, 523, 2503, 0.209, 7
01_桐　生-10R, 三連単, 5  3  6, 603, 2503, 0.241, 3
01_桐　生-11R, 三連単, 5  3  6, 201, 2503, 0.08, 7
01_桐　生-12R, 三連単, 5  3  6, 670, 2503, 0.268, 2
01_桐　生-01R, 二連単, 5  4, 21, 981, 0.021, 58
01_桐　生-02R, 二連単, 5  4, 5, 981, 0.005, 49
01_桐　生-03R, 二連単, 5  4, 22, 981, 0.022, 35
01_桐　生-04R, 二連単, 5  4, 11, 981, 0.011, 38
01_桐　生-05R, 二連単, 5  4, 115, 981, 0.117, 33
01_桐　生-06R, 二連単, 5  4, 113, 981, 0.115, 21
01_桐　生-07R, 二連単, 5  4, 41, 981, 0.042, 32
01_桐　生-08R, 二連単, 5  4, 4, 981, 0.004, 51
01_桐　生-09R, 二連単, 5  4, 56, 981, 0.057, 27
01_桐　生-10R, 二連単, 5  4, 72, 981, 0.073, 27
01_桐　生-11R, 二連単, 5  4, 88, 981, 0.09, 18
01_桐　生-12R, 二連単, 5  4, 261, 981, 0.266, 21
01_桐　生-01R, 三連単, 5  4  1, 24, 2002, 0.012, 18
01_桐　生-02R, 三連単, 5  4  1, 265, 2002, 0.132, 9
01_桐　生-03R, 三連単, 5  4  1, 22, 2002, 0.011, 6
01_桐　生-04R, 三連単, 5  4  1, 984, 2002, 0.492, 6
01_桐　生-05R, 三連単, 5  4  1, 175, 2002, 0.087, 7
01_桐　生-06R, 三連単, 5  4  1, 370, 2002, 0.185, 11
01_桐　生-07R, 三連単, 5  4  1, 556, 2002, 0.278, 7
01_桐　生-08R, 三連単, 5  4  1, 5, 2002, 0.002, 20
01_桐　生-09R, 三連単, 5  4  1, 109, 2002, 0.054, 7
01_桐　生-10R, 三連単, 5  4  1, 524, 2002, 0.262, 4
01_桐　生-11R, 三連単, 5  4  1, 604, 2002, 0.302, 5
01_桐　生-12R, 三連単, 5  4  1, 371, 2002, 0.185, 7
01_桐　生-01R, 三連単, 5  4  2, 288, 2592, 0.111, 15
01_桐　生-02R, 三連単, 5  4  2, 5, 2592, 0.002, 15
01_桐　生-03R, 三連単, 5  4  2, 506, 2592, 0.195, 9
01_桐　生-04R, 三連単, 5  4  2, 11, 2592, 0.004, 18
01_桐　生-05R, 三連単, 5  4  2, 618, 2592, 0.238, 8
01_桐　生-06R, 三連単, 5  4  2, 692, 2592, 0.267, 3
01_桐　生-07R, 三連単, 5  4  2, 41, 2592, 0.016, 7
01_桐　生-08R, 三連単, 5  4  2, 15, 2592, 0.006, 7
01_桐　生-09R, 三連単, 5  4  2, 259, 2592, 0.1, 7
01_桐　生-10R, 三連単, 5  4  2, 173, 2592, 0.067, 11
01_桐　生-11R, 三連単, 5  4  2, 602, 2592, 0.232, 3
01_桐　生-12R, 三連単, 5  4  2, 575, 2592, 0.222, 3
01_桐　生-01R, 三連単, 5  4  3, 21, 3762, 0.006, 11
01_桐　生-02R, 三連単, 5  4  3, 83, 3762, 0.022, 10
01_桐　生-03R, 三連単, 5  4  3, 313, 3762, 0.083, 10
01_桐　生-04R, 三連単, 5  4  3, 1122, 3762, 0.298, 9
01_桐　生-05R, 三連単, 5  4  3, 115, 3762, 0.031, 10
01_桐　生-06R, 三連単, 5  4  3, 1886, 3762, 0, 0
01_桐　生-07R, 三連単, 5  4  3, 207, 3762, 0.055, 7
01_桐　生-08R, 三連単, 5  4  3, 4, 3762, 0.001, 9
01_桐　生-09R, 三連単, 5  4  3, 649, 3762, 0.173, 2
01_桐　生-10R, 三連単, 5  4  3, 72, 3762, 0.019, 6
01_桐　生-11R, 三連単, 5  4  3, 1225, 3762, 0.326, 2
01_桐　生-12R, 三連単, 5  4  3, 284, 3762, 0.075, 4
01_桐　生-01R, 三連単, 5  4  6, 340, 3408, 0.1, 14
01_桐　生-02R, 三連単, 5  4  6, 65, 3408, 0.019, 15
01_桐　生-03R, 三連単, 5  4  6, 67, 3408, 0.02, 10
01_桐　生-04R, 三連単, 5  4  6, 163, 3408, 0.048, 5
01_桐　生-05R, 三連単, 5  4  6, 138, 3408, 0.04, 8
01_桐　生-06R, 三連単, 5  4  6, 113, 3408, 0.033, 6
01_桐　生-07R, 三連単, 5  4  6, 575, 3408, 0.169, 11
01_桐　生-08R, 三連単, 5  4  6, 95, 3408, 0.028, 15
01_桐　生-09R, 三連単, 5  4  6, 56, 3408, 0.016, 11
01_桐　生-10R, 三連単, 5  4  6, 145, 3408, 0.043, 6
01_桐　生-11R, 三連単, 5  4  6, 88, 3408, 0.026, 8
01_桐　生-12R, 三連単, 5  4  6, 261, 3408, 0.077, 7
01_桐　生-01R, 拡連複, 5  6, 44, 197, 0.223, 137
01_桐　生-01R, 二連複, 5  6, 221, 1183, 0.187, 23
01_桐　生-01R, 二連単, 5  6, 221, 1367, 0.162, 16
01_桐　生-02R, 拡連複, 5  6, 3, 197, 0.015, 184
01_桐　生-02R, 二連複, 5  6, 3, 1183, 0.003, 40
01_桐　生-02R, 二連単, 5  6, 143, 1367, 0.105, 29
01_桐　生-03R, 拡連複, 5  6, 3, 197, 0.015, 222
01_桐　生-03R, 二連複, 5  6, 30, 1183, 0.025, 49
01_桐　生-03R, 二連単, 5  6, 70, 1367, 0.051, 27
01_桐　生-04R, 拡連複, 5  6, 9, 197, 0.046, 217
01_桐　生-04R, 二連複, 5  6, 9, 1183, 0.008, 54
01_桐　生-04R, 二連単, 5  6, 9, 1367, 0.007, 30
01_桐　生-05R, 拡連複, 5  6, 0, 197, 0, 210
01_桐　生-05R, 二連複, 5  6, 16, 1183, 0.014, 42
01_桐　生-05R, 二連単, 5  6, 16, 1367, 0.012, 29
01_桐　生-06R, 拡連複, 5  6, 11, 197, 0.056, 130
01_桐　生-06R, 二連複, 5  6, 50, 1183, 0.042, 23
01_桐　生-06R, 二連単, 5  6, 143, 1367, 0.105, 13
01_桐　生-07R, 拡連複, 5  6, 10, 197, 0.051, 187
01_桐　生-07R, 二連複, 5  6, 10, 1183, 0.008, 39
01_桐　生-07R, 二連単, 5  6, 500, 1367, 0.366, 24
01_桐　生-08R, 拡連複, 5  6, 3, 197, 0.015, 235
01_桐　生-08R, 二連複, 5  6, 44, 1183, 0.037, 39
01_桐　生-08R, 二連単, 5  6, 44, 1367, 0.032, 27
01_桐　生-09R, 拡連複, 5  6, 8, 197, 0.041, 156
01_桐　生-09R, 二連複, 5  6, 20, 1183, 0.017, 32
01_桐　生-09R, 二連単, 5  6, 20, 1367, 0.015, 21
01_桐　生-10R, 拡連複, 5  6, 15, 197, 0.076, 145
01_桐　生-10R, 二連複, 5  6, 31, 1183, 0.026, 31
01_桐　生-10R, 二連単, 5  6, 31, 1367, 0.023, 18
01_桐　生-11R, 拡連複, 5  6, 3, 197, 0.015, 160
01_桐　生-11R, 二連複, 5  6, 3, 1183, 0.003, 31
01_桐　生-11R, 二連単, 5  6, 3, 1367, 0.002, 20
01_桐　生-12R, 拡連複, 5  6, 2, 197, 0.01, 152
01_桐　生-12R, 二連複, 5  6, 98, 1183, 0.083, 28
01_桐　生-12R, 二連単, 5  6, 98, 1367, 0.072, 20
01_桐　生-01R, 三連単, 5  6  1, 221, 2760, 0.08, 8
01_桐　生-02R, 三連単, 5  6  1, 148, 2760, 0.054, 5
01_桐　生-03R, 三連単, 5  6  1, 285, 2760, 0.103, 9
01_桐　生-04R, 三連単, 5  6  1, 968, 2760, 0.351, 6
01_桐　生-05R, 三連単, 5  6  1, 165, 2760, 0.06, 7
01_桐　生-06R, 三連単, 5  6  1, 143, 2760, 0.052, 4
01_桐　生-07R, 三連単, 5  6  1, 500, 2760, 0.181, 11
01_桐　生-08R, 三連単, 5  6  1, 125, 2760, 0.045, 7
01_桐　生-09R, 三連単, 5  6  1, 603, 2760, 0.218, 4
01_桐　生-10R, 三連単, 5  6  1, 31, 2760, 0.011, 7
01_桐　生-11R, 三連単, 5  6  1, 970, 2760, 0.351, 9
01_桐　生-12R, 三連単, 5  6  1, 98, 2760, 0.036, 8
01_桐　生-01R, 三連単, 5  6  2, 300, 4131, 0.073, 2
01_桐　生-02R, 三連単, 5  6  2, 143, 4131, 0.035, 13
01_桐　生-03R, 三連単, 5  6  2, 130, 4131, 0.031, 5
01_桐　生-04R, 三連単, 5  6  2, 347, 4131, 0.084, 12
01_桐　生-05R, 三連単, 5  6  2, 16, 4131, 0.004, 8
01_桐　生-06R, 三連単, 5  6  2, 910, 4131, 0.22, 4
01_桐　生-07R, 三連単, 5  6  2, 1271, 4131, 0.308, 2
01_桐　生-08R, 三連単, 5  6  2, 44, 4131, 0.011, 9
01_桐　生-09R, 三連単, 5  6  2, 270, 4131, 0.065, 8
01_桐　生-10R, 三連単, 5  6  2, 406, 4131, 0.098, 2
01_桐　生-11R, 三連単, 5  6  2, 879, 4131, 0.213, 4
01_桐　生-12R, 三連単, 5  6  2, 769, 4131, 0.186, 7
01_桐　生-01R, 三連単, 5  6  3, 1744, 10299, 0.169, 3
01_桐　生-02R, 三連単, 5  6  3, 415, 10299, 0.04, 8
01_桐　生-03R, 三連単, 5  6  3, 70, 10299, 0.007, 7
01_桐　生-04R, 三連単, 5  6  3, 9, 10299, 0.001, 6
01_桐　生-05R, 三連単, 5  6  3, 20, 10299, 0.002, 6
01_桐　生-06R, 三連単, 5  6  3, 1450, 10299, 0.141, 3
01_桐　生-07R, 三連単, 5  6  3, 694, 10299, 0.067, 7
01_桐　生-08R, 三連単, 5  6  3, 541, 10299, 0.053, 8
01_桐　生-09R, 三連単, 5  6  3, 104, 10299, 0.01, 6
01_桐　生-10R, 三連単, 5  6  3, 756, 10299, 0.073, 5
01_桐　生-11R, 三連単, 5  6  3, 3, 10299, 0, 2
01_桐　生-12R, 三連単, 5  6  3, 347, 10299, 0.034, 3
01_桐　生-01R, 三連単, 5  6  4, 905, 3823, 0.237, 3
01_桐　生-02R, 三連単, 5  6  4, 891, 3823, 0.233, 3
01_桐　生-03R, 三連単, 5  6  4, 522, 3823, 0.137, 6
01_桐　生-04R, 三連単, 5  6  4, 69, 3823, 0.018, 6
01_桐　生-05R, 三連単, 5  6  4, 27, 3823, 0.007, 8
01_桐　生-06R, 三連単, 5  6  4, 1229, 3823, 0.321, 2
01_桐　生-07R, 三連単, 5  6  4, 729, 3823, 0.191, 4
01_桐　生-08R, 三連単, 5  6  4, 731, 3823, 0.191, 3
01_桐　生-09R, 三連単, 5  6  4, 20, 3823, 0.005, 3
01_桐　生-10R, 三連単, 5  6  4, 507, 3823, 0.133, 4
01_桐　生-11R, 三連単, 5  6  4, 163, 3823, 0.043, 5
01_桐　生-12R, 三連単, 5  6  4, 1075, 3823, 0.281, 2
01_桐　生-01R, 単勝一着, 6, 39, 274, 0.142, 71
01_桐　生-01R, 単勝ニ着, 6, 1, 108, 0.009, 172
01_桐　生-02R, 単勝一着, 6, 3, 274, 0.011, 126
01_桐　生-02R, 単勝ニ着, 6, 17, 108, 0.157, 232
01_桐　生-03R, 単勝一着, 6, 2, 274, 0.007, 115
01_桐　生-03R, 単勝ニ着, 6, 3, 108, 0.028, 217
01_桐　生-04R, 単勝一着, 6, 1, 274, 0.004, 139
01_桐　生-04R, 単勝ニ着, 6, 9, 108, 0.083, 221
01_桐　生-05R, 単勝一着, 6, 0, 274, 0, 114
01_桐　生-05R, 単勝ニ着, 6, 13, 108, 0.12, 232
01_桐　生-06R, 単勝一着, 6, 25, 274, 0.091, 67
01_桐　生-06R, 単勝ニ着, 6, 11, 108, 0.102, 168
01_桐　生-07R, 単勝一着, 6, 6, 274, 0.022, 120
01_桐　生-07R, 単勝ニ着, 6, 7, 108, 0.065, 201
01_桐　生-08R, 単勝一着, 6, 11, 274, 0.04, 114
01_桐　生-08R, 単勝ニ着, 6, 1, 108, 0.009, 170
01_桐　生-09R, 単勝一着, 6, 4, 274, 0.015, 127
01_桐　生-09R, 単勝ニ着, 6, 11, 108, 0.102, 173
01_桐　生-10R, 単勝一着, 6, 10, 274, 0.036, 84
01_桐　生-10R, 単勝ニ着, 6, 1, 108, 0.009, 174
01_桐　生-11R, 単勝一着, 6, 92, 274, 0.336, 70
01_桐　生-11R, 単勝ニ着, 6, 3, 108, 0.028, 163
01_桐　生-12R, 単勝一着, 6, 177, 274, 0.646, 53
01_桐　生-12R, 単勝ニ着, 6, 16, 108, 0.148, 185
01_桐　生-01R, 二連単, 6  1, 103, 804, 0.128, 14
01_桐　生-02R, 二連単, 6  1, 59, 804, 0.073, 26
01_桐　生-03R, 二連単, 6  1, 161, 804, 0.2, 31
01_桐　生-04R, 二連単, 6  1, 1, 804, 0.001, 29
01_桐　生-05R, 二連単, 6  1, 5, 804, 0.006, 31
01_桐　生-06R, 二連単, 6  1, 486, 804, 0.604, 27
01_桐　生-07R, 二連単, 6  1, 47, 804, 0.058, 36
01_桐　生-08R, 二連単, 6  1, 37, 804, 0.046, 32
01_桐　生-09R, 二連単, 6  1, 85, 804, 0.106, 42
01_桐　生-10R, 二連単, 6  1, 105, 804, 0.131, 29
01_桐　生-11R, 二連単, 6  1, 170, 804, 0.211, 24
01_桐　生-12R, 二連単, 6  1, 177, 804, 0.22, 23
01_桐　生-01R, 三連単, 6  1  2, 1169, 1972, 0.593, 5
01_桐　生-02R, 三連単, 6  1  2, 59, 1972, 0.03, 6
01_桐　生-03R, 三連単, 6  1  2, 164, 1972, 0.083, 9
01_桐　生-04R, 三連単, 6  1  2, 272, 1972, 0.138, 8
01_桐　生-05R, 三連単, 6  1  2, 266, 1972, 0.135, 6
01_桐　生-06R, 三連単, 6  1  2, 599, 1972, 0.304, 9
01_桐　生-07R, 三連単, 6  1  2, 102, 1972, 0.052, 13
01_桐　生-08R, 三連単, 6  1  2, 1057, 1972, 0.536, 10
01_桐　生-09R, 三連単, 6  1  2, 85, 1972, 0.043, 16
01_桐　生-10R, 三連単, 6  1  2, 105, 1972, 0.053, 8
01_桐　生-11R, 三連単, 6  1  2, 370, 1972, 0.188, 8
01_桐　生-12R, 三連単, 6  1  2, 177, 1972, 0.09, 8
01_桐　生-01R, 三連単, 6  1  3, 103, 2803, 0.037, 3
01_桐　生-02R, 三連単, 6  1  3, 150, 2803, 0.054, 10
01_桐　生-03R, 三連単, 6  1  3, 978, 2803, 0.349, 8
01_桐　生-04R, 三連単, 6  1  3, 6, 2803, 0.002, 10
01_桐　生-05R, 三連単, 6  1  3, 5, 2803, 0.002, 13
01_桐　生-06R, 三連単, 6  1  3, 537, 2803, 0.192, 2
01_桐　生-07R, 三連単, 6  1  3, 47, 2803, 0.017, 8
01_桐　生-08R, 三連単, 6  1  3, 1006, 2803, 0.359, 6
01_桐　生-09R, 三連単, 6  1  3, 280, 2803, 0.1, 8
01_桐　生-10R, 三連単, 6  1  3, 213, 2803, 0.076, 12
01_桐　生-11R, 三連単, 6  1  3, 1541, 2803, 0.55, 2
01_桐　生-12R, 三連単, 6  1  3, 606, 2803, 0.216, 7
01_桐　生-01R, 三連単, 6  1  4, 763, 3001, 0.254, 4
01_桐　生-02R, 三連単, 6  1  4, 331, 3001, 0.11, 6
01_桐　生-03R, 三連単, 6  1  4, 563, 3001, 0.188, 5
01_桐　生-04R, 三連単, 6  1  4, 1, 3001, 0, 7
01_桐　生-05R, 三連単, 6  1  4, 77, 3001, 0.026, 8
01_桐　生-06R, 三連単, 6  1  4, 502, 3001, 0.167, 10
01_桐　生-07R, 三連単, 6  1  4, 172, 3001, 0.057, 9
01_桐　生-08R, 三連単, 6  1  4, 37, 3001, 0.012, 10
01_桐　生-09R, 三連単, 6  1  4, 606, 3001, 0.202, 8
01_桐　生-10R, 三連単, 6  1  4, 316, 3001, 0.105, 6
01_桐　生-11R, 三連単, 6  1  4, 170, 3001, 0.057, 7
01_桐　生-12R, 三連単, 6  1  4, 399, 3001, 0.133, 5
01_桐　生-01R, 三連単, 6  1  5, 1818, 3285, 0.553, 2
01_桐　生-02R, 三連単, 6  1  5, 182, 3285, 0.055, 4
01_桐　生-03R, 三連単, 6  1  5, 161, 3285, 0.049, 9
01_桐　生-04R, 三連単, 6  1  5, 959, 3285, 0.292, 4
01_桐　生-05R, 三連単, 6  1  5, 116, 3285, 0.035, 4
